0, 0
0.0125, 0.025000000000000022
0.025, 0.050000000000000044
0.0375, 0.07499999999999996
0.05, 0.09999999999999998
0.0625, 0.125
0.075, 0.15000000000000002
0.0875, 0.17500000000000004
0.1, 0.19999999999999996
0.1125, 0.22499999999999998
0.125, 0.25
0.1375, 0.275
0.15, 0.30000000000000004
0.1625, 0.32499999999999996
0.175, 0.35
0.1875, 0.375
0.2, 0.4
0.2125, 0.42500000000000004
0.225, 0.44999999999999996
0.2375, 0.475
0.25, 0.5
0.2625, 0.525
0.275, 0.55
0.2875, 0.575
0.3, 0.6
0.3125, 0.625
0.325, 0.65
0.3375, 0.675
0.35, 0.7
0.3625, 0.725
0.375, 0.75
0.3875, 0.775
0.4, 0.8
0.4125, 0.825
0.425, 0.85
0.4375, 0.875
0.45, 0.9
0.4625, 0.925
0.475, 0.95
0.4875, 0.975
0.5, 1
0.5125, 0.975
0.525, 0.95
0.5375, 0.925
0.55, 0.9
0.5625, 0.875
0.575, 0.85
0.5875, 0.825
0.6, 0.8
0.6125, 0.775
0.625, 0.75
0.6375, 0.725
0.65, 0.7
0.6625, 0.675
0.675, 0.65
0.6875, 0.625
0.7, 0.6
0.7125, 0.575
0.725, 0.55
0.7375, 0.525
0.75, 0.5
0.7625, 0.475
0.775, 0.44999999999999996
0.7875, 0.42500000000000004
0.8, 0.4
0.8125, 0.375
0.825, 0.35
0.8375, 0.32499999999999996
0.85, 0.30000000000000004
0.8625, 0.275
0.875, 0.25
0.8875, 0.22499999999999998
0.9, 0.19999999999999996
0.9125, 0.17500000000000004
0.925, 0.15000000000000002
0.9375, 0.125
0.95, 0.09999999999999998
0.9625, 0.07499999999999996
0.975, 0.050000000000000044
0.9875, 0.025000000000000022
1, 0
